srr	condition_type	treatment	conc_intens	start_time	end_time	time_unit
SRR3189204	treatment	dsRNA Hsf	10 microg/mL	-5	0	day
SRR3189205	treatment	dsRNA Hsf	10 microg/mL	-5	0	day
SRR3189206	treatment	dsRNA Hsf	10 microg/mL	-5	0	day
SRR3189206	treatment	heat shock	initially 48 Celsius	-20	0	min
SRR3189207	treatment	dsRNA Hsf	10 microg/mL	-5	0	day
SRR3189207	treatment	heat shock	initially 48 Celsius	-20	0	min
SRR3189208	no treatment					
SRR3189209	no treatment					
SRR3189210	treatment	heat shock	initially 48 Celsius	-30	0	s
SRR3189211	treatment	heat shock	initially 48 Celsius	-30	0	s
SRR3996482	treatment	dsRNA M1bp	10 microg/mL	-5	0	day
SRR3996483	treatment	dsRNA M1bp	10 microg/mL	-5	0	day
SRR3996484	treatment	dsRNA M1bp	10 microg/mL	-5	0	day
SRR3996484	treatment	heat shock	initially 48 Celsius	-20	0	min
SRR3996485	treatment	dsRNA M1bp	10 microg/mL	-5	0	day
SRR3996485	treatment	heat shock	initially 48 Celsius	-20	0	min
SRR3996486	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR3996487	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR3996488	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR3996488	treatment	heat shock	initially 48 Celsius	-20	0	min
SRR3996489	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR3996489	treatment	heat shock	initially 48 Celsius	-20	0	min
SRR1503602	no treatment					
SRR1503603	no treatment					
SRR1503604	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR1503605	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR1503606	treatment	dsRNA Gaf	10 microg/mL	-5	0	day
SRR1503607	treatment	dsRNA Gaf	10 microg/mL	-5	0	day
SRR9336633	no treatment					
SRR9336634	no treatment					
SRR9336635	no treatment					
SRR9336636	treatment	adipocyte differentiation protocol	NA or not known	-20	0	min
SRR9336637	treatment	adipocyte differentiation protocol	NA or not known	-20	0	min
SRR9336638	treatment	adipocyte differentiation protocol	NA or not known	-20	0	min
SRR9336639	treatment	adipocyte differentiation protocol	NA or not known	-2	0	hr
SRR9336640	treatment	adipocyte differentiation protocol	NA or not known	-2	0	hr
SRR9336641	treatment	adipocyte differentiation protocol	NA or not known	-2	0	hr
SRR9336642	treatment	adipocyte differentiation protocol	NA or not known	-3	0	hr
SRR9336643	treatment	adipocyte differentiation protocol	NA or not known	-3	0	hr
SRR9336644	treatment	adipocyte differentiation protocol	NA or not known	-3	0	hr
SRR9336645	treatment	adipocyte differentiation protocol	NA or not known	-40	0	min
SRR9336646	treatment	adipocyte differentiation protocol	NA or not known	-40	0	min
SRR9336647	treatment	adipocyte differentiation protocol	NA or not known	-40	0	min
SRR9336648	treatment	adipocyte differentiation protocol	NA or not known	-4	0	hr
SRR9336649	treatment	adipocyte differentiation protocol	NA or not known	-4	0	hr
SRR9336650	treatment	adipocyte differentiation protocol	NA or not known	-4	0	hr
SRR9336651	treatment	adipocyte differentiation protocol	NA or not known	-1	0	hr
SRR9336652	treatment	adipocyte differentiation protocol	NA or not known	-1	0	hr
SRR9336653	treatment	adipocyte differentiation protocol	NA or not known	-1	0	hr
SRR9336654	treatment	adipocyte differentiation protocol	NA or not known	-6	0	day
SRR9336655	treatment	adipocyte differentiation protocol	NA or not known	-6	0	day
SRR9336656	treatment	adipocyte differentiation protocol	NA or not known	-6	0	day
SRR10669536	vehicle	DMSO	NA or not known	-1	0	hr
SRR10669537	vehicle	DMSO	NA or not known	-1	0	hr
SRR10669538	vehicle	DMSO	NA or not known	-1	0	hr
SRR10669539	treatment	romidepsin	200 nM	-1	0	hr
SRR10669540	treatment	romidepsin	200 nM	-1	0	hr
SRR10669541	treatment	romidepsin	200 nM	-1	0	hr
SRR10906603	no treatment					
SRR10906604	treatment	lipopolysaccharide	5 microg/mL	-4	0	hr
SRR10906605	no treatment					
SRR10906606	treatment	lipopolysaccharide	5 microg/mL	-4	0	hr
SRR10915520	no treatment					
SRR10915521	no treatment					
SRR10915522	no treatment					
SRR10915523	treatment	EGF	100 ng/mL	-15	0	min
SRR10915524	treatment	EGF	100 ng/mL	-15	0	min
SRR10915525	treatment	EGF	100 ng/mL	-15	0	min
SRR10915526	treatment	EGF	100 ng/mL	-15	0	min
SRR10915527	treatment	EGF	100 ng/mL	-15	0	min
SRR10915528	treatment	EGF	100 ng/mL	-15	0	min
SRR10915533	treatment	lipopolysaccharide	5 microg/mL	-4	0	hr
SRR12634522	treatment	flavopiridol	2 microM	-2	0	hr
SRR12634523	treatment	flavopiridol	2 microM	-125	-5	min
SRR12634523	treatment	lipopolysaccharide	5 microg/mL	-5	0	min
SRR12634524	treatment	flavopiridol	2 microM	-135	-15	min
SRR12634524	treatment	lipopolysaccharide	5 microg/mL	-15	0	min
SRR12634525	treatment	flavopiridol	2 microM	-150	-30	min
SRR12634525	treatment	lipopolysaccharide	5 microg/mL	-30	0	min
SRR12634526	no treatment					
SRR12634527	no treatment					
SRR12634528	no treatment					
SRR12634529	no treatment					
SRR12650990	no treatment					
SRR12634530	no treatment					
SRR2033378	no treatment					
SRR2033379	no treatment					
SRR2033380	no treatment					
SRR2033381	no treatment					
SRR8767369	no treatment					
SRR8767370	no treatment					
SRR8767371	treatment	heat shock	45 Celsius	-5	0	min
SRR8767372	treatment	heat shock	45 Celsius	-5	0	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-10080	-9990	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-8640	-8550	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-7200	-7110	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-5760	-5670	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-4320	-4230	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-2880	-2790	min
SRR8767373	treatment	heat pretreatment	37 Celsius	-1440	-1350	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-10080	-9990	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-8640	-8550	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-7200	-7110	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-5760	-5670	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-4320	-4230	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-2880	-2790	min
SRR8767374	treatment	heat pretreatment	37 Celsius	-1440	-1350	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-10080	-9990	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-8640	-8550	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-7200	-7110	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-5760	-5670	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-4320	-4230	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-2880	-2790	min
SRR8767375	treatment	heat pretreatment	37 Celsius	-1440	-1350	min
SRR8767375	treatment	heat shock	45 Celsius	-5	0	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-10080	-9990	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-8640	-8550	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-7200	-7110	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-5760	-5670	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-4320	-4230	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-2880	-2790	min
SRR8767376	treatment	heat pretreatment	37 Celsius	-1440	-1350	min
SRR8767376	treatment	heat shock	45 Celsius	-5	0	min
SRR3476588	no treatment					
SRR3476589	no treatment					
SRR953377	no treatment					
SRR953378	no treatment					
SRR953379	no treatment					
SRR953380	no treatment					
SRR953381	no treatment					
SRR953382	no treatment					
SRR953383	no treatment					
SRR953384	no treatment					
SRR513507	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR513508	treatment	dsRNA LacZ	10 microg/mL	-5	0	day
SRR513509	treatment	dsRNA Fcp1	10 microg/mL	-5	0	day
SRR513510	treatment	dsRNA Fcp1	10 microg/mL	-5	0	day
SRR10282967	no treatment					
SRR10282968	no treatment					
SRR073011	treatment	dsRNA EGFP	225 microg/20 million cells	-6	0	day
SRR073012	treatment	dsRNA EGFP	225 microg/20 million cells	-6	0	day
SRR073013	treatment	dsRNA EGFP	225 microg/20 million cells	-6	0	day
SRR073014	treatment	dsRNA EGFP	225 microg/20 million cells	-6	0	day
SRR073015	treatment	dsRNA EGFP	225 microg/20 million cells	-6	0	day
SRR073016	treatment	dsRNA EGFP	225 microg/20 million cells	-6	0	day
SRR073017	treatment	dsRNA Msl2	225 microg/20 million cells	-6	0	day
SRR073018	treatment	dsRNA Msl2	225 microg/20 million cells	-6	0	day
SRR073019	treatment	dsRNA Msl2	225 microg/20 million cells	-6	0	day
SRR073020	treatment	dsRNA Msl2	225 microg/20 million cells	-6	0	day
SRR073021	treatment	dsRNA Msl2	225 microg/20 million cells	-6	0	day
SRR073022	treatment	dsRNA Msl2	225 microg/20 million cells	-6	0	day
SRR073008	no treatment					
SRR073009	no treatment					
SRR073010	no treatment					
SRR1187957	no treatment					
SRR1187958	no treatment					
SRR592725	treatment	gestation	NA or not known	-2	0	hr
SRR592726	treatment	gestation	NA or not known	-2	0	hr
SRR592727	treatment	gestation	NA or not known	-3	0	hr
SRR592728	treatment	gestation	NA or not known	-3	0	hr
SRR609665	no treatment					
SRR609666	no treatment					
SRR2129939	no treatment					
SRR2129940	no treatment					
SRR2129941	no treatment					
SRR2129942	no treatment					
SRR2129943	no treatment					
SRR2129944	no treatment					
SRR2129945	no treatment					
SRR2129946	no treatment					
SRR2129947	no treatment					
SRR2129948	no treatment					
SRR4090098	vehicle	DMSO	0.2%	-1	0	hr
SRR4090099	vehicle	DMSO	0.2%	-1	0	hr
SRR4090100	treatment	nutlin-3	10 microM	-1	0	hr
SRR4090101	treatment	nutlin-3	10 microM	-1	0	hr
SRR4090102	vehicle	DMSO	0.2%	-1	0	hr
SRR4090103	vehicle	DMSO	0.2%	-1	0	hr
SRR4090104	treatment	nutlin-3	10 microM	-1	0	hr
SRR4090105	treatment	nutlin-3	10 microM	-1	0	hr
SRR4090106	vehicle	DMSO	0.2%	-1	0	hr
SRR4090107	vehicle	DMSO	0.2%	-1	0	hr
SRR4090108	treatment	nutlin-3	10 microM	-1	0	hr
SRR4090109	treatment	nutlin-3	10 microM	-1	0	hr
SRR8743256	no treatment					
SRR8743257	no treatment					
SRR8743258	treatment	hydroxytamoxifen	100 nM			
SRR8743259	treatment	hydroxytamoxifen	100 nM			
SRR8743260	no treatment					
SRR8743261	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8743262	no treatment					
SRR8743263	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8743264	no treatment					
SRR8743265	no treatment					
SRR8743266	no treatment					
SRR8743267	treatment	hydroxytamoxifen	100 nM			
SRR8743268	treatment	hydroxytamoxifen	100 nM			
SRR10669528	no treatment					
SRR10669529	treatment	doxycycline	1 microg/mL	-2	0	day
SRR10669530	no treatment					
SRR10669531	treatment	doxycycline	1 microg/mL	-2	0	day
SRR5109935	no treatment					
SRR5109936	no treatment					
SRR5109937	no treatment					
SRR5109938	no treatment					
SRR5109939	no treatment					
SRR5109940	no treatment					
SRR5109941	no treatment					
SRR5679914	no treatment					
SRR5679915	no treatment					
SRR5679916	no treatment					
SRR5109942	no treatment					
SRR5109943	no treatment					
SRR5109944	no treatment					
SRR5109945	no treatment					
SRR5109946	no treatment					
SRR5109947	no treatment					
SRR5109948	no treatment					
SRR5251072	no treatment					
SRR5251073	no treatment					
SRR5251074	treatment	VEGF-A	NA or not known	-2	0	hr
SRR5251075	treatment	VEGF-A	NA or not known	-2	0	hr
SRR5628716	no treatment					
SRR5379790	no treatment					
SRR5379791	no treatment					
SRR5379792	treatment	DRB	100 microM	-2	0	hr
SRR5379793	treatment	DRB	100 microM	-2	0	hr
SRR5379794	treatment	DRB	100 microM	-150	-30	min
SRR5379795	treatment	DRB	100 microM	-150	-30	min
SRR6497147	no treatment					
SRR6497148	no treatment					
SRR6497149	no treatment					
SRR6497150	no treatment					
SRR6497151	treatment	hydroxytamoxifen	100 nM	-14	0	day
SRR6497152	treatment	hydroxytamoxifen	100 nM	-14	0	day
SRR6497153	treatment	hydroxytamoxifen	100 nM	-14	0	day
SRR6497154	treatment	hydroxytamoxifen	100 nM	-14	0	day
SRR6497155	no treatment					
SRR6497156	no treatment					
SRR6497157	treatment	hydroxytamoxifen	100 nM	-14	0	day
SRR6497158	treatment	hydroxytamoxifen	100 nM	-14	0	day
SRR5364052	no treatment					
SRR5364053	no treatment					
SRR5364054	no treatment					
SRR5364055	no treatment					
SRR5364056	no treatment					
SRR5364057	no treatment					
SRR5364058	no treatment					
SRR5364059	no treatment					
SRR5364060	no treatment					
SRR5364061	no treatment					
SRR5364062	no treatment					
SRR5364063	no treatment					
SRR5364064	no treatment					
SRR5364065	no treatment					
SRR5364066	no treatment					
SRR5364067	no treatment					
SRR5364068	no treatment					
SRR5364069	no treatment					
SRR5364070	no treatment					
SRR5364071	no treatment					
SRR5364072	no treatment					
SRR5364073	no treatment					
SRR5364074	no treatment					
SRR5364075	no treatment					
SRR5364076	no treatment					
SRR5364077	no treatment					
SRR5364078	no treatment					
SRR5364079	no treatment					
SRR5364080	no treatment					
SRR5364081	no treatment					
SRR5364082	no treatment					
SRR5364083	no treatment					
SRR5364084	no treatment					
SRR5364085	no treatment					
SRR5364086	no treatment					
SRR5364087	no treatment					
SRR5364088	no treatment					
SRR5364089	no treatment					
SRR5364090	no treatment					
SRR5364091	no treatment					
SRR5364092	no treatment					
SRR5364093	no treatment					
SRR5364094	no treatment					
SRR5364095	no treatment					
SRR5364096	no treatment					
SRR5364097	no treatment					
SRR5364098	no treatment					
SRR5364099	no treatment					
SRR5364100	no treatment					
SRR5364101	no treatment					
SRR5944950	vehicle	DMSO	NA or not known	-6	0	hr
SRR5944951	treatment	GC-1	1 μM	-6	0	hr
SRR5944952	vehicle	DMSO	NA or not known	-6	0	hr
SRR5944953	treatment	GC-1	1 μM	-6	0	hr
SRR5835186	no treatment					
SRR5835187	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR5835188	no treatment					
SRR5835189	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR10601203	no treatment					
SRR10601204	no treatment					
SRR863647	no treatment					
SRR863648	no treatment					
SRR863649	no treatment					
SRR863650	no treatment					
SRR8384738	no treatment					
SRR8384737	no treatment					
SRR8384736	no treatment					
SRR10298307	no treatment					
SRR10298308	no treatment					
SRR10298309	no treatment					
SRR10298310	no treatment					
SRR6008470	treatment	oxPAPC	30 microg/mL	-6	0	hr
SRR6008469	no treatment					
SRR3633296	vehicle	DMSO	0.05%	-6	0	hr
SRR3633297	vehicle	DMSO	0.05%	-6	0	hr
SRR3633298	treatment	JQ1	500 nM	-6	0	hr
SRR3633299	treatment	JQ1	500 nM	-6	0	hr
SRR10063517	vehicle	growth media	NA or not known	-6	0	hr
SRR10063518	vehicle	growth media	NA or not known	-6	0	hr
SRR10063519	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063520	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063521	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063522	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063523	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063523	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063524	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063524	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063525	vehicle	growth media	NA or not known	-6	0	hr
SRR10063526	vehicle	growth media	NA or not known	-6	0	hr
SRR10063527	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063528	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063529	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063530	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063531	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063532	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063533	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063533	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063534	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063534	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063535	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063535	treatment	hypoxia	1% O2, 5% CO2	-6	0	hr
SRR10063536	vehicle	growth media	NA or not known	-6	0	hr
SRR10063537	vehicle	growth media	NA or not known	-6	0	hr
SRR10063540	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063541	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR10063544	vehicle	growth media	NA or not known	-6	0	hr
SRR10063545	vehicle	growth media	NA or not known	-6	0	hr
SRR10063548	treatment	oxPAPC	30 μg/mL	-6	0	hr
SRR11849645	vehicle	methanol	0.06%	-2	0	hr
SRR11849646	vehicle	methanol	0.06%	-12	0	hr
SRR11849647	treatment	nitro-octadec-9-enoic acid	3 microM	-2	0	hr
SRR11849648	treatment	nitro-octadec-9-enoic acid	3 microM	-12	0	hr
SRR8887162	vehicle	PBS	NA or not known	-3	-1	day
SRR8887162	vehicle	PBS	NA or not known	-1	0	day
SRR8887163	treatment	cisplatin	2 microM	-3	-1	day
SRR8887163	treatment	cisplatin	2 microM	-1	0	day
SRR8887164	vehicle	PBS	NA or not known	-3	-1	day
SRR8887164	vehicle	PBS	NA or not known	-1	0	day
SRR8887165	treatment	cisplatin	6 microM	-3	-1	day
SRR8887165	treatment	cisplatin	6 microM	-1	0	day
SRR8887174	vehicle	PBS	NA or not known	-3	-1	day
SRR8887174	vehicle	PBS	NA or not known	-1	0	day
SRR8887175	treatment	cisplatin	2 microM	-3	-1	day
SRR8887175	treatment	cisplatin	2 microM	-1	0	day
SRR10897090	vehicle	PBS	NA or not known	-3	-1	day
SRR10897090	vehicle	PBS	NA or not known	-1	0	day
SRR10897091	treatment	cisplatin	800 microM	-3	-1	day
SRR10897091	treatment	cisplatin	800 microM	-1	0	day
SRR5253457	no treatment					
SRR5253460	no treatment					
SRR5253461	no treatment					
SRR5253462	no treatment					
SRR5253465	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR5253468	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR5253469	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR5253470	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR7290015	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290016	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290017	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290018	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290019	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290020	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290021	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290022	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290023	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290024	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290025	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290026	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290027	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290028	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290029	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290030	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR7290031	vehicle	ethanol	NA or not known	-1	0	hr
SRR7290032	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR6069044	vehicle	ethanol	NA or not known	-1	0	hr
SRR6069045	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR11314417	no treatment					
SRR11314418	treatment	doxycycline	1 microg/mL	-1	0	day
SRR5944047	no treatment					
SRR5944048	no treatment					
SRR5944049	treatment	TNF-alpha	12.5 ng/mL	-16	0	hr
SRR5944050	treatment	TNF-alpha	12.5 ng/mL	-16	0	hr
SRR5944051	treatment	TNF-alpha	12.5 ng/mL	-16	0	hr
SRR5944052	treatment	TNF-alpha	12.5 ng/mL	-16	0	hr
SRR5350748	no treatment					
SRR5350749	no treatment					
SRR5350746	no treatment					
SRR5350747	no treatment					
SRR10466082	no treatment					
SRR10466083	no treatment					
SRR10466084	no treatment					
SRR10466085	no treatment					
SRR10400216	vehicle	vehicle	NA or not known	-22	0	hr
SRR10400216	vehicle	vehicle	NA or not known	-6	0	hr
SRR10400217	vehicle	vehicle	NA or not known	-22	0	hr
SRR10400217	vehicle	vehicle	NA or not known	-6	0	hr
SRR10400218	vehicle	vehicle	NA or not known	-22	0	hr
SRR10400218	treatment	hydroxytamoxifen	1 microM	-6	0	hr
SRR10400219	vehicle	vehicle	NA or not known	-22	0	hr
SRR10400219	treatment	hydroxytamoxifen	1 microM	-6	0	hr
SRR10400220	treatment	doxycycline	50 ng/mL	-22	0	hr
SRR10400220	vehicle	vehicle	NA or not known	-6	0	hr
SRR10400221	treatment	doxycycline	50 ng/mL	-22	0	hr
SRR10400221	vehicle	vehicle	NA or not known	-6	0	hr
SRR10400222	treatment	doxycycline	50 ng/mL	-22	0	hr
SRR10400222	treatment	hydroxytamoxifen	1 microM	-6	0	hr
SRR10400223	treatment	doxycycline	50 ng/mL	-22	0	hr
SRR10400223	treatment	hydroxytamoxifen	1 microM	-6	0	hr
SRR11936615	treatment	STI-571	3 microM	-4	0	day
SRR11936615	vehicle	DMSO	NA or not known	-3	0	day
SRR11936616	treatment	STI-571	3 microM	-4	0	day
SRR11936616	vehicle	DMSO	NA or not known	-3	0	day
SRR11936617	treatment	STI-571	3 microM	-4	0	day
SRR11936617	vehicle	DMSO	NA or not known	-3	0	day
